id,image_title_vernacular,image_title_latin,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,first_coronation,coronation_dates,strongest_evidence,popes,legates,confidence,source_count
santa-maria-del-porto-salvo-di-napoli-naples-con,Santa Maria del Porto Salvo di Napoli,,Blessed Virgin Mary,Santa Maria di Portosalvo,"Naples, confraternity of the mariners",,,Italy,1770,1770,chapter_decree,,,low,2
santa-maria-nella-chiesa-di-s-paolo-maggiore-de,Santa Maria nella Chiesa di S. Paolo Maggiore de' Teatini di Napoli,Beata Maria Virgo Puritatis (et ejus Sanctissimus Filius),Blessed Virgin Mary with Child,San Paolo Maggiore (Theatines) — Madonna della Purità,Napoli,,Napoli,Italy,1724-09-07,1724-09-07,chapter_decree,,"Prospero Lambertini, canon of St Peter's, Archbishop of Theodosia (delegate), who by letter of 21 July 1724 subdelegated Francesco Maria Carafa, Bishop of Nola; the crowns were imposed by Card. (Francesco) Pignatelli, Archbishop of Naples",high,2
vergine-annunziata-napoli-annunziata-maggiore,Vergine Annunziata,,Blessed Virgin Mary,Basilica dell'Annunziata Maggiore,Napoli (Annunziata Maggiore),,,Italy,1915-04-18,1915-04-18,chapter_decree,,,medium,1
madonna-della-libera-napoli-donnaregina,Madonna della Libera,,Blessed Virgin Mary,Santa Maria di Donnaregina,Napoli (Donnaregina),,,Italy,1885-11-15,1885-11-15,chapter_decree,,,medium,1
santa-maria-de-miracoli-nella-chiesa-delle-monac,Santa Maria de' Miracoli nella Chiesa delle Monache della Providenza in Napoli,,Blessed Virgin Mary,Chiesa delle Monache della Provvidenza (Madonna dei Miracoli),Napoli (Monache della Provvidenza),,,Italy,1775,1775,chapter_decree,,,low,2
santa-maria-delle-grazie-alla-pietra-del-pesce-i,Santa Maria delle Grazie alla Pietra del Pesce in Napoli,,Blessed Virgin Mary,Santa Maria delle Grazie a Pietra del Pesce,Napoli (Pietra del Pesce),,,Italy,1786,1786,chapter_decree,,,low,2
madonna-della-neve-napoli-ponticelli,Madonna della Neve,,Blessed Virgin Mary,Santuario di Maria Santissima della Neve,Napoli (Ponticelli),,,Italy,1914-08-02,1914-08-02,chapter_decree,,,medium,1
santa-maria-della-potenza-nella-chiesa-di-s-gior,Santa Maria della Potenza nella Chiesa di S. Giorgio maggiore di Napoli,,Blessed Virgin Mary,San Giorgio Maggiore (Madonna della Potenza),Napoli (San Giorgio Maggiore),,,Italy,1779,1779,chapter_decree,,,low,2
santa-maria-del-principio-nella-chiesa-di-santa,Santa Maria del Principio nella Chiesa di Santa Restituta di Napoli,,Blessed Virgin Mary,"Basilica di Santa Restituta, cappella di Santa Maria del Principio",Napoli (Santa Restituta),,,Italy,1773-01-08,1773-01-08,chapter_decree,,,medium,2
santissima-concezione-nella-chiesa-della-congreg,Santissima Concezione nella Chiesa della Congregazione della V. Orsola Benincasa in Napoli,,Blessed Virgin Mary,Chiesa della Congregazione di Suor Orsola Benincasa,Napoli (Suor Orsola Benincasa),,,Italy,1733,1733,chapter_decree,,,low,1
madonna-del-ponte-narni,Madonna del Ponte,Simulacrum Almae Deiparae de Ponte,Blessed Virgin Mary,"Aedes ad viam Flaminiam iuxta veterem pontem Augusti (built in imitation of the Holy House of Loreto), served by the Salvatorians",Narni,Narniensis (Interamnensis et Narniensis),Narni (Terni-Narni),Italy,1754-05-05,1754-05-05,chapter_decree,Pius PP. XII,,high,3
nostra-signora-delle-grazie-nettuno,Nostra Signora delle Grazie,,Blessed Virgin Mary,Santuario di Nostra Signora delle Grazie e di Santa Maria Goretti,Nettuno,,,Italy,1881-05-28,1881-05-28,chapter_decree,,,medium,1
santa-maria-della-purita-nocera-nuceria-paganoru,Santa Maria della Purità,Beata Maria Virgo « Santa Maria della Purità »,Blessed Virgin Mary,templum monasterii Carmelitarum (urbs episcopalis Nucerina Paganorum),Nocera (Nuceria Paganorum),Nucerinus Paganorum,Nocera Inferiore-Sarno,Italy,,,papal_coronation_act,Ioannes Paulus PP. II,"Iosephus S. R. E. Cardinalis Casoria, Praefectus Sacrae Congregationis pro Sacramentis et Cultu Divino",medium,1
santa-maria-del-carmine-di-nocera-de-pagani-noce,Santa Maria del Carmine di Nocera de' Pagani,,Blessed Virgin Mary,Madonna del Carmine,Nocera de' Pagani (Nocera Inferiore),,,Italy,1785,1785,chapter_decree,,,low,1
santa-maria-mater-domini-nella-chiesa-de-monaci,Santa Maria Mater Domini nella Chiesa de Monaci Basiliani di Nocera de' Pagani,"antiqua imago Virginis Deiparae foventis ulnis Infantem Iesum, a Matre Domini",Blessed Virgin Mary,Sanctuarium a Matre Domini (Ordinis Fratrum Minorum),"Nocera de' Pagani (Nocera Superiore), diocese of Salerno",Salernitana (archidioecesis),Salerno,Italy,1759,1759,chapter_decree,Pius PP. XI,,medium,2
madonna-della-scala-scala-paradisi-noto,Madonna della Scala (Scala Paradisi),"imago Beatae Mariae Virginis a « Scala Paradisi » nuncupatae, vetusta, in rupe depicta",Blessed Virgin Mary,Sanctuarium Beatae Mariae Virginis « Scala Paradisi » prope urbem Netum,Noto,Netensis,Noto,Italy,1931,1931,retrospective_attestation,Paulus PP. VI,,medium,1
santa-maria-lagrimosa-novi-ligure,Santa Maria Lagrimosa,,Blessed Virgin Mary,Collegiata di Santa Maria Maggiore,Novi Ligure,,,Italy,1905,1905,chapter_decree,,,medium,1
beata-maria-virgo-a-remedio-oristano-prope-urbem,,Beata Maria Virgo « a remedio »,Blessed Virgin Mary,Ecclesia (Sanctuarium) Beatae Mariae Virginis « a remedio »,Oristano (prope urbem « Oristano »),Arborensis,Oristano (Arborea),Italy,,,retrospective_attestation,Pius PP. XII,"Fridericus S. R. E. Cardinalis Tedeschini, Episcopus Tusculanus, Patriarchalis Basilicae Petrianae Archipresbyter",high,1
imago-simulacrum-b-mariae-v-de-oropa-oropa-biell,,Imago (Simulacrum) B. Mariae V. de Oropa,Blessed Virgin Mary,Sanctuarium B. Mariae V. de Oropa (prima sacra Aedes / Mariale Sacellum),Oropa (Biella),Bugellensis,Biella,Italy,,,retrospective_attestation,Pius PP. XII,,medium,1
madonna-delle-grazie-orta-san-giulio,Madonna delle Grazie,,Blessed Virgin Mary,San Nicolao,Orta San Giulio,,,Italy,1906-09-02,1906-09-02,chapter_decree,,,medium,1
madonna-di-san-brizio-orvieto,Madonna di San Brizio,Beatissima Virgo nuncupata S.ti Brijj [S. Britii] (raw OCR: 'Be- atissimæ Virgini nuncupat. S.ti Brijj'),Blessed Virgin Mary with Child,"Cattedrale di Orvieto (Cappella della Madonna di San Brizio, 'Cappella nuova')",Orvieto,,Orvieto (Urbevetana),Italy,1704-06-08,1704-06-08,chapter_decree,,"Alessandro Casali Cocciani, canon of St Peter's; Alexander 'Cia- Siy Coccianus' Romanus (OCR-garbled surname), Referendary of both Signatures, canon of St Peter's, specially deputed by the Chapter",high,3
santa-maria-della-misericordia-d-osimo-osimo,Santa Maria della Misericordia d'Osimo,,Blessed Virgin Mary,Madonna della Misericordia,Osimo,,,Italy,1720,1720,chapter_decree,,,low,1
simulacro-miracoloso-della-ss-ma-vergine-della-c,Simulacro miracoloso della SS.ma Vergine della Cattedrale d'Otranto (eletta Padrona sotto il titolo della Natività),"Simulacrum Sanctissimae Virginis Mariae ... existens in Ecclesia Metropolitana Hydrunti (antiquissima ac miraculosissima Deipara Virgo sedens, Christum in sinu habens)",Blessed Virgin Mary,"Cattedrale / Ecclesia Metropolitana Hydruntina (Otranto), altare maggiore",Otranto,,"Otranto (Archiepiscopus Hydruntinus, Primas Salentinorum)",Italy,1705-03-07,1705-03-07,chapter_decree,,"Francesco Maria de Aste, Archbishop of Otranto, elected by the Chapter's letter of 10 Jan 1705 in place of one of its canons",high,3
image-padua,,,Blessed Virgin Mary,,Padua,,,Italy,1764,1764,chapter_decree,,,low,1
santa-maria-in-s-pietro-di-padova-padua,Santa Maria in S. Pietro di Padova,,Blessed Virgin Mary,San Pietro,Padua,,,Italy,1764,1764,chapter_decree,,,low,1
madonna-costantinopolitana-padua-patavium,Madonna Costantinopolitana,Imago Deiparae Constantinopolitanae (Constantinopolitana Virgo),Blessed Virgin Mary,"Ecclesia sanctae Iustinae, sacellum Constantinopolitanae Virginis",Padua (Patavium),Patavina,Padua,Italy,1909-05-23,1909-05-23,papal_legate_deputation,Pius PP. X,"Aristides S. R. E. Cardinalis, Patriarcha Venetiarum; S. R. E. Cardinalis Cavallari, Venetiarum Patriarcha",high,2
santa-maria-della-providenza-nella-chiesa-de-tea,Santa Maria della Providenza nella Chiesa de' Teatini di Palermo,,Blessed Virgin Mary,Chiesa dei Teatini (Madonna della Provvidenza),Palermo,,,Italy,1734,1734,chapter_decree,,,low,1
madonna-di-libera-inferni-s-maria-libera-inferni,"Madonna di Libera Inferni (S. Maria Libera Inferni, formerly S. Maria Maggiore / della Presentazione)",Sancta Maria Libera Inferni (letter of 1728: 'sotto l'invocazione Sancti- Marie libera Inferni'),"Blessed Virgin Mary with Child (marble statue by Francesco Laurana, 1469)","Cappella di Maria Vergine (di Libera Inferni), Chiesa Cattedrale e Metropolitana di Palermo",Palermo,,Palermo (Archdiocese; 'Diocesi Palermitana'),Italy,1750,1750,chapter_decree,,,high,2
santa-maria-nella-chiesa-de-capucini-di-palermo,Santa Maria nella Chiesa de Capucini di Palermo,,Blessed Virgin Mary,Chiesa dei Cappuccini,Palermo (Cappuccini),,,Italy,1778,1778,chapter_decree,,,low,1
santa-maria-del-presepio-nell-oratorio-de-minori,Santa Maria del Presepio nell'Oratorio de' Minori Riformati,,Blessed Virgin Mary,Oratorio dei Minori Riformati (Madonna del Presepio),Palermo (Sant'Antonio di Padova),,,Italy,1784-10-29,1784-10-29,chapter_decree,,,medium,2
santa-maria-della-neve-palombara-sabina,Santa Maria della Neve,,Blessed Virgin Mary,Ritiro dei Minori Osservanti (Madonna della Neve),Palombara Sabina,,,Italy,1790,1790,chapter_decree,,,low,1
santa-maria-nella-chiesa-di-s-cristofaro-della-p,Santa Maria nella Chiesa di S. Cristofaro della Penna de' Billi,"Ss.ma Virgo Maria Gratiarum et Puer Jesus (instr. f. 107r); margin f. 110v 'S.mæ Virginis M. R. Tratian [= Gratiarum], et Filij Pueri'",Blessed Virgin Mary with Child,"Chiesa Cattedrale (già Priorale Parrocchiale) di S. Cristoforo, altar of S. Maria novissima delle Grazie; letter f. 108r: 'Chiesa Paroch.le de Belliagostini [delli Agostiniani]'",Penna (Penna e Billi / Pennabilli),,Montefeltro,Italy,1708-08-15,1708-08-15,chapter_decree,,"Mons. Pietro Valerio Martorelli, patrician of Osimo, Bishop of Montefeltro and first beneficiary of the Vatican Basilica (OCR 'Maphaeus', 'Martorer')",high,2
santa-maria-de-bisognosi-sul-monte-cassoli-peret,Santa Maria de' Bisognosi sul Monte Cassoli,,Blessed Virgin Mary,Santa Maria dei Bisognosi,"Pereto / Rocca di Botte (Monte Carsoli), diocese of the Marsi",,,Italy,1724,1724,chapter_decree,,,low,1
santa-maria-nella-chiesa-di-s-fiorenzo-di-perugi,Santa Maria nella Chiesa di S. Fiorenzo di Perugia,,Blessed Virgin Mary with Child,"Chiesa di S. Fiorenzo, Perugia (image originally painted on the wall of a house next to the convent, translated into the church in 1646)",Perugia,,Perugia,Italy,1726-11-04,1726-11-04,chapter_decree,,"Mons. Ansidei ('Ansildi' in OCR), Assessor of the Holy Office, Archbishop of Damietta and Bishop of Perugia",medium,2
santa-maria-nella-chiesa-di-s-marco-de-serviti-d,Santa Maria nella Chiesa di S. Marco de' Serviti di Pesaro,,Blessed Virgin Mary,San Marco (Servites),Pesaro,,,Italy,1687,1687,chapter_decree,,,low,1
signum-beatae-mariae-virginis-in-templo-santa-ma,,signum Beatae Mariae Virginis (in templo « Santa Maria di Campagna »),Blessed Virgin Mary,Santa Maria di Campagna,Piacenza,Placentina,Piacenza,Italy,1954,1954,retrospective_attestation,Pius PP. XII,Franciscus S. R. E. Cardinalis Borgongini-Duca,medium,1
santa-maria-del-rosario-nella-chiesa-della-santi,Santa Maria del Rosario nella Chiesa della Santissima Trinità del Piano,,Blessed Virgin Mary,Basilica della Santissima Trinità,Piano di Sorrento,,,Italy,1773-09-26,1773-09-26,chapter_decree,,,medium,2
santa-maria-dell-umilta-di-pistoja-pistoia,Santa Maria dell'Umiltà di Pistoja,,Blessed Virgin Mary,Basilica della Madonna dell'Umiltà,Pistoia,,,Italy,1716,1716,chapter_decree,,,low,1
madonna-di-polsi-madonna-della-montagna-polsi-as,Madonna di Polsi (Madonna della Montagna),Beata Maria Virgo de Poupsis (Regina Montium),Blessed Virgin Mary,Sanctuarium Beatae Mariae Virginis de Poupsis (di Polsi),"Polsi (Aspromonte, Calabria)",Hieracensis,Gerace (Locri-Gerace),Italy,1881-08-30,1881-08-30,retrospective_attestation,Benedictus PP. XV,,high,1
santa-maria-delle-grazie-ponticelli-sabina,Santa Maria delle Grazie,,Blessed Virgin Mary,Ritiro di S. Bonaventura (Riformati) — Madonna delle Grazie,Ponticelli (Sabina),,,Italy,1778,1778,chapter_decree,,,low,1
santa-maria-nella-chiesa-di-s-vito-di-positano-p,Santa Maria nella Chiesa di S. Vito di Positano,,Blessed Virgin Mary,San Vito,Positano,,,Italy,1783,1783,chapter_decree,,,low,1
santa-maria-regina-dei-popoli-madonna-di-preval,Santa Maria Regina dei Popoli (Madonna di Preval),"Beata Virgo sub titulo « Sancta Maria, Populorum Regina »",Blessed Virgin Mary,,Preval,Goritiensis,Gorizia,Italy,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
santa-maria-di-monte-allegro-di-rapallo-rapallo,Santa Maria di Monte Allegro di Rapallo,,Blessed Virgin Mary,Santuario di Montallegro,Rapallo,,,Italy,1763,1763,chapter_decree,,,low,1
beata-maria-virgo-mater-consolationis-reggio-cal,,Beata Maria Virgo Mater Consolationis,Blessed Virgin Mary,"templum Beatae Mariae Virginis Matris Consolationis (16th cent., served by the Friars Minor Capuchin)",Reggio Calabria,Rheginensis,Reggio Calabria,Italy,,,retrospective_attestation,Paulus PP. VI,,medium,1
santa-maria-della-colonella-nella-chiesa-de-pp-d,Santa Maria della Colonella nella Chiesa de PP. del Terz'Ordine di S. Francesco,,Blessed Virgin Mary,Santa Maria della Colonnella (Franciscan Third Order),Rimini,,,Italy,1693,1693,chapter_decree,,,low,1
pervetustum-virginis-augustae-simulacrum-arimine,,"pervetustum Virginis augustae simulacrum, Ariminensibus sacrum",Blessed Virgin Mary,,Rimini,Ariminensis,Rimini,Italy,,,papal_personal_coronation,Pius PP. X,,high,1
s-maria-di-ripatransone-ripatransone,S. Maria di Ripatransone,,Blessed Virgin Mary,,Ripatransone,,,Italy,1682,1682,chapter_decree,,,low,1
madonna-dei-lattani-roccamonfina,Madonna dei Lattani,"Beata Maria Virgo vulgo « dei Làttani » dicta, titulo « Regina mundi » honestata",Blessed Virgin Mary,templum Beatae Mariae Virginis Reginae Mundi,Roccamonfina,Calvensis et Theanensis,Calvi and Teano,Italy,1950-08-06,1950-08-06,retrospective_attestation,Paulus PP. VI; Pius PP. XII,"Clemens S. R. E. Cardinalis Micara, Bishop of Velletri, Pro-Prefect of the Sacred Congregation of Rites",high,2
nostra-signora-del-sacro-cuore-roma,Nostra Signora del Sacro Cuore,icon Deiparae Dominae a SS. Corde Iesu,Blessed Virgin Mary,urbana aedes sacra Deiparae Dominae a SS. Corde Iesu,Roma,Romana,Rome,Italy,,,retrospective_attestation,Pius PP. XII,,medium,1
maria-ausiliatrice-roma,Maria Ausiliatrice,effigies Beatae Mariae Virginis Auxiliatricis,Blessed Virgin Mary,Templum Ss.mi Cordis Iesu ad Castrum Praetorium,Roma,Urbis (Romana),Rome,Italy,,,retrospective_attestation,Paulus PP. VI,,medium,1
santa-maria-degli-angeli-rome,Santa Maria degli Angeli,Beata Maria Virgo Angelorum,Blessed Virgin Mary,"Ecclesia sanctae Mariae Angelorum (S. Maria degli Angeli e dei Martiri, in the Baths of Diocletian)",Rome,,Rome,Italy,1920-06-27,1920-06-27,retrospective_attestation,Benedictus PP. XV,,high,1
salus-populi-romani-rome-ceremony-in-the-vatican,Salus Populi Romani,"prisca Deiparae Virginis imago, quae « salus populi Romani » dicitur",Blessed Virgin Mary,Basilica Liberiana (S. Mariae Maioris),Rome (ceremony in the Vatican Basilica),Romana,Rome,Italy,1597,1597; 1954-11-01,papal_personal_coronation,Pius PP. XII,,high,3
santa-maria-della-strada-nella-chiesa-del-gesu-r,Santa Maria della Strada nella Chiesa del Gesù,,Blessed Virgin Mary,Chiesa del Gesù,"Rome, Chiesa del Gesù",,,Italy,1638,1638,chapter_decree,,,low,1
santa-maria-nelle-stanze-di-s-ignazio-al-gesu-ro,Santa Maria nelle Stanze di S. Ignazio al Gesù,,Blessed Virgin Mary,"Chiesa del Gesù, cappellette di S. Ignazio","Rome, Chiesa del Gesù (Stanze di Sant'Ignazio)",,,Italy,1676-03-03,1676-03-03,chapter_decree,,,low,2
santa-maria-della-prima-primaria-congregazione-n,Santa Maria della Prima primaria Congregazione nel Collegio Romano,,Blessed Virgin Mary,"Collegio Romano, Congregazione Prima Primaria (SS. Annunziata)","Rome, Collegio Romano (Prima Primaria)",,,Italy,1765-05,1765-05,chapter_decree,,,low,2
santa-maria-della-pieta-nell-oratorio-del-p-cara,Santa Maria della Pietà nell'Oratorio del P. Caravita,,Blessed Virgin Mary,Oratorio del P. Caravita,"Rome, Oratorio del Caravita",,,Italy,1677,1677,chapter_decree,,,low,1
santa-maria-nell-oratorio-di-s-marcello-rome-ora,Santa Maria nell'Oratorio di S. Marcello,,Blessed Virgin Mary,Oratorio del SS. Crocifisso di San Marcello,"Rome, Oratorio del Crocifisso di San Marcello",,,Italy,1658,1658,chapter_decree,,,low,1
santa-maria-nell-oratorio-di-campitelli-rome-ora,Santa Maria nell'Oratorio di Campitelli,,Blessed Virgin Mary,Oratorio di Campitelli,"Rome, Oratorio di Campitelli",,,Italy,1651,1651,chapter_decree,,,low,1
santa-maria-nella-cappella-di-s-aniceto-del-pala,Santa Maria nella Cappella di S. Aniceto del Palazzo Altemps,,Blessed Virgin Mary,"Cappella di S. Aniceto, Palazzo Altemps","Rome, Palazzo Altemps, chapel of Sant'Aniceto",,,Italy,1673-04-12,1673-04-12,chapter_decree,,,medium,3
santa-maria-ad-martires-detta-la-rotonda-rome-pa,"Santa Maria ad Martires, detta la Rotonda",,Blessed Virgin Mary,Santa Maria ad Martyres (Rotonda),"Rome, Pantheon (Santa Maria ad Martyres)",,,Italy,1652-09-08,1652-09-08,chapter_decree,,,low,2
santa-maria-nella-chiesa-parrochiale-di-s-benede,Santa Maria nella Chiesa Parrochiale di S. Benedetto in Piscinula,,Blessed Virgin Mary,San Benedetto in Piscinula,"Rome, San Benedetto in Piscinula",,,Italy,1793,1793,chapter_decree,,,low,1
santa-maria-in-s-biagio-della-pagnotta-rome-san,Santa Maria in S. Biagio della Pagnotta,,Blessed Virgin Mary,San Biagio della Pagnotta,"Rome, San Biagio della Pagnotta",,,Italy,1671-01-31,1671-01-31,chapter_decree,,,low,2
santa-maria-in-s-cosimato-in-trastevere-rome-san,Santa Maria in S. Cosimato in Trastevere,,Blessed Virgin Mary,San Cosimato in Trastevere,"Rome, San Cosimato in Trastevere",,,Italy,1641,1641,chapter_decree,,,low,2
santa-maria-in-s-grisogono-in-trastevere-rome-sa,Santa Maria in S. Grisogono in Trastevere,,Blessed Virgin Mary,San Crisogono in Trastevere,"Rome, San Crisogono",,,Italy,1662-10-07,1662-10-07,chapter_decree,,,low,2
santa-maria-in-s-dionigi-alle-quattro-fontane-ro,Santa Maria in S. Dionigi alle quattro Fontane,,Blessed Virgin Mary,San Dionigi alle Quattro Fontane (demolished),"Rome, San Dionigi alle Quattro Fontane",,,Italy,1667-09-07,1667-09-07,chapter_decree,,,low,2
santa-maria-in-s-giacomo-scosciacavalli-rome-san,Santa Maria in S. Giacomo Scosciacavalli,,Blessed Virgin Mary,San Giacomo Scossacavalli (demolished 1937),"Rome, San Giacomo Scossacavalli",,,Italy,1664,1664,chapter_decree,,,low,2
santa-maria-nella-chiesa-di-s-giacomo-degl-incur,Santa Maria nella Chiesa di S. Giacomo degl'Incurabili,,Blessed Virgin Mary,San Giacomo degli Incurabili (in Augusta),"Rome, San Giacomo degli Incurabili",,,Italy,1659,1659,chapter_decree,,,low,1
santa-maria-in-s-giovanni-calabita-all-isola-rom,Santa Maria in S. Giovanni Calabita all'Isola,,Blessed Virgin Mary,S. Giovanni Calibita (Fatebenefratelli),"Rome, San Giovanni Calibita",,,Italy,1664-03-19,1664-03-19,chapter_decree,,,low,2
santa-maria-in-s-giovanni-decollato-rome-san-gio,Santa Maria in S. Giovanni decollato,,Blessed Virgin Mary,San Giovanni Decollato,"Rome, San Giovanni Decollato",,,Italy,1661-11-06,1661-11-06,chapter_decree,,,low,2
