series,volume,year,page,act_number,act_type,pope,citation,source_pdf_url,evidence_type,rubric_latin,incipit_latin,image_title_latin,image_title_vernacular,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,act_date,coronation_date,legate,confidence,notes
AAS,58,1966,45,IV,Litterae Apostolicae,Paulus PP. VI,"AAS 58 (1966), p. 45",https://www.vatican.va/archive/aas/documents/AAS-58-1966-ocr.pdf,retrospective_attestation,"Beata Maria Virgo, « Nuestra Señora del Rosario de las Lajas » vulgo appellata, principalis Patrona dioecesis Ipialensis eligitur.","Tutela caelestis virtutis sacras iuvat diciones firmari, quae quasi arbores novellae in feraci catholicae Ecclesiae agro conseruntur.","Nostra Domina SS. Rosarii, « de las Lajas » seu a rupe appellata",Nuestra Señora del Rosario de las Lajas,Blessed Virgin Mary,,Ipiales,Ipialensis,Ipiales,Colombia,1965-04-26,1952,,high,"Patronage act; coronation attested in passing: 'ut enim praeclara imago anno MCMLII, auctoritate Petriani Canonicorum Collegii, pretioso diademate est redimita, ita duos post annos aedes ipsa ad dignitatem Basilicae Minoris ... est evecta'. The image is painted on rock ('marialis imago in saxo depicta'); the church is not named in the act. Country explicit ('intra fines Columbianae Civitatis')."
AAS,58,1966,475,III,Litterae Apostolicae,Paulus PP. VI,"AAS 58 (1966), p. 475",https://www.vatican.va/archive/aas/documents/AAS-58-1966-ocr.pdf,retrospective_attestation,"Rosa Aurea Basilicae Beatae Mariae Virginis a Guadalupe, intra fines archidioecesis Mexicanae positae, tribuitur asservanda.","Flores edens et spargens, sive olim, uti ferunt, cum prodigialem praesentiam suam testatam voluit, sive continenter, cum caelestia munera ... supplicibus dilargitur",Beata Maria Virgo Guadalupensis,Nuestra Señora de Guadalupe,Blessed Virgin Mary,Basilica Beatae Mariae Virginis a Guadalupe (Tepeyac),"Tepeyac, Mexico City",Mexicana,Mexico City,Mexico,1966-03-20,,,high,"Golden Rose act; coronation attested in passing: 'Leonem Pp. XIII concessisse, ut venusta imago, qua Deipara, appellatione illa insignis, exprimitur, suo nomine et auctoritate aureo diademate redimiretur'. Year of the coronation not given here (see AAS 62 (1970) 681, 75th anniversary in 1970). Address form: 'Venerabili Fratri Michaeli Dario Miranda et Gómez, Archiepiscopo Mexicano'; the Golden Rose was to be delivered by Card. Carlo Confalonieri (bearer, not a coronation legate)."
AAS,58,1966,566,I,Litterae Apostolicae,Paulus PP. VI,"AAS 58 (1966), p. 566",https://www.vatican.va/archive/aas/documents/AAS-58-1966-ocr.pdf,retrospective_attestation,"Titulus ac privilegia Basilicae Minoris Sanctuario Mariali, quod a « Sacro Monte di Viggiano » appellatur et intra Potentinae-Marsicensis dioecesis fines est situm, deferuntur.","Lucanae genti universae carissimum constat esse sacrarium, quod in finibus Potentinae et Marsicensis dioecesis exsurgit",Beatissima Dei Genetrix a « Sacro Monte di Viggiano »,Sacro Monte di Viggiano,Blessed Virgin Mary,Sanctuarium Mariale « Sacro Monte di Viggiano »,Viggiano,Potentina-Marsicensis,Potenza-Marsico Nuovo,Italy,1965-12-11,,,medium,"Basilica Minor act. Coronation attested in passing: 'hunc ipsum in annum, quindecim revolutis lustris, coronati Leonis Pp. XIII auctoritate simulacri memoria incidet sollemniterque agetur' — the image was crowned by the authority of Leo XIII, and the 75th anniversary (quindecim lustra) falls in the year of the act. No explicit coronation year is given; c. 1890-1891 is implied by the arithmetic (act dated Dec 1965, anniversary 'hunc ipsum in annum') — left null deliberately, a checker should confirm. The image is a statue of the Virgin holding the Infant Jesus ('simulacrum Augustae Virginis Puerum Iesum sustinentis'). Country inferred from Lucania/Basilicata; not stated. The act opens on printed page 566; the coronation clause falls on page 567."
AAS,58,1966,628,II,Litterae Apostolicae,Paulus PP. VI,"AAS 58 (1966), p. 628",https://www.vatican.va/archive/aas/documents/AAS-58-1966-ocr.pdf,retrospective_attestation,"Titulus ac privilegia Basilicae Minoris templo oppidi Iaroslaviae, Beatae Mariae Virgini Dolorosae sacro, attribuuntur.","Clarissimum dederunt nomen Iaroslaviae, quod est oppidum Polonorum in finibus dioecesis Premisliensis, effigies et ecclesia",Beata Maria Virgo Dolorosa,,Blessed Virgin Mary,Dominican shrine church of B. Maria Virgo Dolorosa at Jarosław (Ordo Praedicatorum),Jarosław,Premisliensis Latinorum,Przemyśl,Poland,1966-03-12,,,medium,"Basilica Minor act. Coronation attested in passing: 'Eadem iam praeterita aetate a sacrorum Antistite perpulchro pretiosoque diademate fuit redimita: cuius rei memoria, duobus exactis saeculis, magna coram multitudine nuper est celebrata'. CHECKER NOTE: the text says the image was crowned by 'a sacrorum Antistite' (the bishop) and does NOT state papal or Vatican Chapter authority; included because it documents a solemnly crowned sacred image whose bicentenary of coronation had recently been celebrated (hence c. 1755-1766 — left null as not explicitly stated). Latin toponym 'Iaroslavia' = Jarosław; the text explicitly calls it 'oppidum Polonorum'."
AAS,58,1966,629,III,Litterae Apostolicae,Paulus PP. VI,"AAS 58 (1966), p. 629",https://www.vatican.va/archive/aas/documents/AAS-58-1966-ocr.pdf,retrospective_attestation,"Titulo ac privilegiis Basilicae Minoris ecclesia Beatae Mariae Virginis « a Catena » in oppido Lauriniano, intra Cosentinae archidioecesis fines, decoratur.","Praeclara sedes pietatis marianae perhibetur esse sacrarium Beatae Mariae Virginis « a Catena », qua oppidum Laurinianum, archidioecesis Cosentina, quin etiam tota Bruttiorum regio ... aluntur ac nobilitantur",Beata Maria Virgo « a Catena »,,Blessed Virgin Mary,"sacrarium Beatae Mariae Virginis « a Catena » (new church begun 1929, entrusted to the Clerici excalceati Ss. Crucis et Passionis)",Laurignano,Cosentina,Cosenza,Italy,1966-03-21,,,medium,"Basilica Minor act; coronation attested in passing: 'imago, auctoritate Canonicorum Collegii Petrianae Basilicae Vaticanae, sollemniter aureo diademate redimita', no year given. Image dated to 1301, showing the Virgin with the Divine Infant holding a chain. 'oppidum Laurinianum' read as Laurignano (Calabria) - verify; country from 'tota Bruttiorum regio, quam Calabriam vulgo appellant'. Vernacular title (Madonna della Catena) not given in the act, so left null."
AAS,58,1966,794,III,Litterae Apostolicae,Paulus PP. VI,"AAS 58 (1966), p. 794",https://www.vatican.va/archive/aas/documents/AAS-58-1966-ocr.pdf,retrospective_attestation,"Beata Maria Virgo « Peña de Francia » vulgo appellata, principalis caelestis Patrona civilis provinciae Salmantinae eligitur.","Singulari pietate excoli perhibetur Beata Maria Virgo, cuius, adiecto vulgari nomine « Peña de Francia » appellatae, sedes praecipua finibus dioecesis Salmantinae continetur.",Beata Maria Virgo « Peña de Francia »,Nuestra Señora de la Peña de Francia,Blessed Virgin Mary,sacra aedes seu sanctuarium Beatae Mariae Virginis « Peña de Francia » (entrusted to the Order of Preachers),,Salmantina,Salamanca,Spain,1966-05-14,1952,,high,"Patronage act; coronation attested in passing: 'Effigies denique, Pio Pp. XII Catholicam Ecclesiam regente, aureo diademate fuit, anno MCMLII, sollemniter redimita'. aas_page set to 794 (the rubric stands before the running head '795' in the passage; the passage was indexed as printed_page 795). No town named - only that the shrine lies within the diocese of Salamanca. Country explicit (Hispania)."
AAS,58,1966,796,IV,Litterae Apostolicae,Paulus PP. VI,"AAS 58 (1966), p. 796",https://www.vatican.va/archive/aas/documents/AAS-58-1966-ocr.pdf,retrospective_attestation,"Titulo ac privilegiis Basilicae Minoris paroecialis ecclesia Beatae Mariae Virginis « de Mongui », dioecesis Duitamensis, decoratur.","Sedes religionis ínclita et illustris praedicatur paroeciale templum augustae Virgini Deiparae sacrum, quod in oppidi « Mongui » vulgo appellati ac dioecesis Duitamensis non modicum vertit ornamentum.",Beata Maria Virgo « de Mongui »,Nuestra Señora de Monguí,Blessed Virgin Mary,paroeciale templum Beatae Mariae Virginis « de Mongui » (completed 1760),Monguí,Duitamensis,Duitama,Colombia,1966-06-04,1929,,high,"Basilica Minor act; coronation attested in passing: 'simulacrum illud, anno MCMXXIX, aureo diademate redimiretur', and the Virgin was made diocesan patron in 1955. The image is said to have been given by Philip II of Spain. Country explicit ('e tota Columbiana Dicione'). The same act's opening also appears in passage AAS-58-1966-ocr#795."
AAS,59,1967,466,,Adhortatio Apostolica (Signum magnum),Paulus PP. VI,"AAS 59 (1967), p. 466",https://www.vatican.va/archive/aas/documents/AAS-59-1967-ocr.pdf,retrospective_attestation,"Ad universos Episcopos pacem et communionem cum Apostolica Sede habentes: de Beata Virgine Maria, Matre Ecclesiae omniumque virtutum exemplari, veneranda atque imitanda.","SIGNUM MAGNUM, quod sanctus Ioannes Apostolus in caelo suspexit, Mulierem videlicet amictam sole, non immerito de beatissima Maria Virgine ... interpretatur",Beata Maria Virgo Fatimensis,,Blessed Virgin Mary,templum B. Mariae Fatimensis,Fátima,,,Portugal,1967-05-13,1946-05-13,,medium,"Not an act about a coronation: the attestation is in footnote 6 of the Apostolic Exhortation Signum magnum - 'Nuntius Radiophonicus a Pio XII, die 13 mensis Maii anno 1946, Lusitaniae christifidelibus datus, sollemnia celebrantibus ad templum B. Mariae Fatimensis, aurea corona nomine Summi Pontificis redimitae: A. A. S. 38 (1946) p. 264'. Coronation date taken as the day of those solemnities (13 May 1946) - verify. The exhortation begins on p. 465 (rubric and incipit taken from there); the footnote is on p. 466. Locality 'Fátima' inferred from 'Fatimensis'; country explicit (Lusitania)."
AAS,59,1967,605,III,Litterae Apostolicae,Paulus PP. VI,"AAS 59 (1967), p. 605",https://www.vatican.va/archive/aas/documents/AAS-59-1967-ocr.pdf,retrospective_attestation,Beata Maria Virgo Domina Nostra a Pace seu « Nuestra Señora de la Paz » principalis Patrona totius Salvatorianae Reipublicae eligitur.,"Pacis sequestra, Beatissima Virgo Maria, nobilem sedem constitutam habere cognoscitur in maximo templo Sancti Michaelis, intra Reipublicae Salvatorianae fines.",Domina Nostra a Pace,Nuestra Señora de la Paz,Blessed Virgin Mary,maximum templum Sancti Michaelis,San Miguel,Sancti Michaelis,San Miguel,El Salvador,1966-10-10,1920,,high,"Patronage act; coronation attested in passing: 'Benedictus Papa XV ... anno MCMXX per Sacram Rituum Congregationem concessit, ut Mater Dei, cui « Reginae Pacis » nomen adiectum, urbis et dioecesis Sancti Michaelis caelestis renuntiaretur Patrona; eodemque anno est largitus, ut imago illa aureo diademate redimeretur.' 1920 is the year of the grant; the date of the crowning itself is not stated. Country explicit (Respublica Salvatoriana)."
AAS,59,1967,610,VII,Litterae Apostolicae,Paulus PP. VI,"AAS 59 (1967), p. 610",https://www.vatican.va/archive/aas/documents/AAS-59-1967-ocr.pdf,retrospective_attestation,Beata Maria Virgo Lauretana totius dioecesis Tigiuanaënsis Patrona principalis renuntiatur.,"Lauretanae Virgini prope singulariter consecrata, ob impensum in eam studium fidelium, videtur esse terra Tigiuanaënsis, in qua Nosmetipsi ... Vicariatum Apostolicum ad gradum dignitatemque dioecesis proveximus",Beata Maria Virgo Lauretana,,Blessed Virgin Mary,,Loreto,Tigiuanaënsis,Tijuana,Mexico,1967-03-04,,,medium,Patronage act; coronation attested in passing: 'a Decessore Nostro imm. rec. Pio Pp. XII facultatem eiusdem imaginis coronandae libenter esse datam ... novimus etiam miro spectaculo fidei sollemnia id temporis in honorem Reginae Lauretanae esse peracta' - no date given for either grant or crowning. The image is kept in a village called Loreto within the then diocese of Tijuana. Country inferred from Tijuana / 'utraque California' - not stated in the act.
AAS,59,1967,769,,Litterae Apostolicae,Paulus PP. VI,"AAS 59 (1967), p. 769",https://www.vatican.va/archive/aas/documents/AAS-59-1967-ocr.pdf,retrospective_attestation,"Rosa aurea Apparitiopolitanae Basilicae B. Mariae Virg. Immaculatae, quae vulgo « Aparecida » vocatur, tribuitur.","Celsissima Virgo Maria, quemadmodum pluribus locis per orbem terrarum evenisse cognoscitur, in amplissima quoque regione Brasiliensi veluti posuit pedem, ut singularis pietatis excitaret sedem","Beata Maria Virgo Immaculata, vulgo « Aparecida »",Aparecida,Blessed Virgin Mary,"Basilica Apparitiopolitana (church dedicated 1888, made Basilica Minor by St Pius X)",Aparecida,Apparitionopolitana,Aparecida,Brazil,1967-03-05,,,high,"Golden Rose act addressed to Card. Carlos de Vasconcellos Motta; coronation attested in passing: after mentioning the Basilica Minor title granted by St Pius X, 'Eiusdem vero Summi Pontificis auctoritate effigies illa paulo ante aureo diademate erat redimita' - year not stated. The small terracotta statue was found in the Paraíba river in 1717. Country explicit (regio Brasiliensis)."
AAS,59,1967,1038,III,Litterae Apostolicae,Paulus PP. VI,"AAS 59 (1967), p. 1038",https://www.vatican.va/archive/aas/documents/AAS-59-1967-ocr.pdf,retrospective_attestation,"Beata Maria Virgo « della Porta » appellata principalis Patrona urbis episcopalis et totius dioecesis Guastallensis, una cum Sancto Francisco Assisiensi, Patrono aeque principali, constituitur.","Porta caeli ab Ecclesia merito praedicatur Beata Maria Virgo: hanc enim si sequuntur in cursu vitae terrenae, homines metam feliciter contingunt",Beata Maria Virgo a porta,della Porta,Blessed Virgin Mary,templum Beatae Mariae Virginis « della Porta » in Guastalla,Guastalla,Guastallensis,Guastalla,Italy,1967-05-26,,,medium,"Patronage act; coronation attested in passing: 'Sanctus Pius Pp. X, Decessor Noster, concessit, ut imago aurea corona, suo nomine et auctoritate, redimiretur' - no year. The image, originally on a city gate, began to work wonders on 7 February 1693. OCR prints 'delia Porta' for 'della Porta' throughout (repaired here). Country inferred from Guastalla and the Italian vernacular title - not stated in the act."
AAS,59,1967,1119,III,Litterae Apostolicae,Paulus PP. VI,"AAS 59 (1967), p. 1119",https://www.vatican.va/archive/aas/documents/AAS-59-1967-ocr.pdf,retrospective_attestation,"Titulus ac privilegia Basilicae Minoris ecclesiae conventuali, B. Mariae Virgini de Monte Carmelo in urbe Xeretio dicatae, attribuuntur.","Actuosae pietatis domicilium sane licet appellari Carmelitarum Fratrum templum, quod in urbe Xeretio, intra Hispalensis archidioecesis fines, exsurgit",Beata Maria Virgo de Monte Carmelo,Nuestra Señora del Carmen,Blessed Virgin Mary,ecclesia conventualis Carmelitarum Antiquae Observantiae (church of El Carmen),Jerez de la Frontera,Hispalensis,Seville,Spain,1967-06-28,1925,,medium,"Basilica Minor act; coronation attested in passing: 'Marialis enim imago summae est omnibus venerationi, eademque anno MCMXXV, Patriarchalis Vaticani Canonicorum Collegii auctoritate, sollemni ritu coronata est'. Vernacular title 'Nuestra Señora del Carmen' is verbatim in the text. Locality: Latin 'urbs Xeretium', identified as Jerez de la Frontera (Carmelite friary in the archdiocese of Seville, Baetican province) — inference. Country inferred. The act opens on printed page 1119; the coronation clause falls on page 1120."
AAS,60,1968,245,I,Litterae Apostolicae,Paulus PP. VI,"AAS 60 (1968), p. 245",https://www.vatican.va/archive/aas/documents/AAS-60-1968-ocr.pdf,retrospective_attestation,"Titulo ac privilegiis Basilicae Minoris Sanctuarium B. Mariae Virg. vulgo « dei Suffragio » in oppido vulgo « Grotte di Castro », dioecesis Faliscodunensis, sacrum, decoratur.","Christifidelium concursibus frequentato templum Beatae Mariae Virginis, vulgo « dei Suffragio » nuncupatae, quod in oppido « Grotte di Castro », uti appellant, intra Faliscodunensis dioecesis fines est positum.",Beata Maria Virgo vulgo « dei Suffragio »,Madonna del Suffragio,Blessed Virgin Mary,Sanctuarium Beatae Mariae Virginis « dei Suffragio »,Grotte di Castro,Faliscodunensis,Montefiascone,Italy,1967-06-09,1728,,high,"Basilica Minor act; coronation attested in passing: 'simulacrum hoc mariale anno MDCCXXVIII, auctoritate Petriani Collegii Canonicorum, aureo diademate est redimitum' (OCR 'redimitimi'), the anniversary being kept every sixteenth year. Incipit reproduces OCR 'frequentato' (probably 'frequentatur'). 'Faliscodunensis' identified as Montefiascone (the same volumes pair it with Cornetana and Aquipendiensis); today part of the diocese of Viterbo - verify. Rubric spells the town 'Grotte di Castro', the dispositive clause 'Grotte del Castro'."
